ProductId,Date,Sales,COGS,Gross Margin,Marketing,Total Expenses,Profit,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code
9,2022-06-02,156,62,94,20,52,42,436,50,50,80,130,435
10,2022-06-02,141,116,25,35,58,-33,1142,-10,90,30,120,435
11,2022-06-02,125,52,73,47,76,-3,313,0,30,50,80,801
12,2022-06-02,96,41,55,13,41,14,239,20,20,40,60,801
13,2022-06-02,78,35,43,13,46,-3,204,10,20,30,50,435
3,2022-06-02,169,76,93,28,61,32,580,70,90,120,210,435
4,2022-06-02,521,260,261,72,96,165,1715,180,240,260,500,707
5,2022-06-02,345,144,201,131,165,36,874,50,130,200,330,714
6,2022-06-02,634,272,362,89,122,240,1616,230,260,340,600,562
1,2022-06-02,96,141,-45,45,68,-113,1514,-110,170,-50,120,707
2,2022-06-02,890,356,534,124,177,357,2476,500,440,670,1110,805
8,2022-06-02,301,123,178,34,45,133,947,140,100,160,260,661
9,2022-06-02,532,244,288,75,96,192,1213,190,200,260,460,661
10,2022-06-02,190,83,107,27,40,67,574,60,70,90,160,408
11,2022-06-02,276,113,163,31,43,120,897,90,70,110,180,209
12,2022-06-02,230,94,136,26,38,98,562,80,60,90,150,415
13,2022-06-02,135,54,81,17,49,32,641,30,30,60,90,714
3,2022-06-02,169,200,-31,66,111,-142,2393,-140,250,-40,210,415
4,2022-06-02,43,0,43,0,12,31,602,30,0,40,40,775
5,2022-06-02,58,23,35,6,17,18,843,20,20,30,50,775
6,2022-06-02,53,21,32,5,17,15,798,20,20,30,50,702
2,2022-06-02,82,36,46,13,46,0,236,20,40,60,100,702
8,2022-06-02,345,144,201,131,164,37,874,50,120,180,300,775
9,2022-06-02,478,200,278,66,112,166,1095,170,170,250,420,702
10,2022-06-02,345,141,204,45,68,136,764,130,120,180,300,775
11,2022-06-02,634,272,362,89,121,241,1616,190,170,260,430,775
12,2022-06-02,521,260,261,72,96,165,1715,120,170,180,350,702
13,2022-06-02,37,271,-271,102,135,-369,4507,-250,170,-170,0,702
3,2022-06-02,70,32,38,9,30,8,996,20,40,40,80,775
4,2022-06-02,115,51,64,19,53,11,396,30,40,70,110,503
5,2022-06-02,118,50,68,16,44,24,397,40,40,70,110,503
6,2022-06-02,298,149,149,41,66,83,1245,90,140,140,280,541
1,2022-06-02,107,44,63,40,69,-6,496,30,50,80,130,541
2,2022-06-02,112,47,65,15,61,4,456,40,50,90,140,971
8,2022-06-02,69,28,41,7,19,22,816,40,20,40,60,971
9,2022-06-02,99,43,56,14,26,30,597,30,30,50,80,503
11,2022-06-02,44,18,26,5,17,9,478,10,10,10,20,503
12,2022-06-02,278,111,167,36,67,100,767,70,70,110,180,503
13,2022-06-02,282,118,164,36,59,105,636,80,70,120,190,503
3,2022-06-02,93,38,55,12,35,20,414,40,40,70,110,541
4,2022-06-02,110,48,62,15,28,34,593,40,40,60,100,206
5,2022-06-02,133,59,74,22,56,18,377,20,50,70,120,425
6,2022-06-02,177,81,96,25,47,49,1046,60,70,90,160,253
2,2022-06-02,193,79,114,25,48,66,425,110,90,150,240,425
8,2022-06-02,232,92,140,30,61,79,1102,90,70,130,200,206
9,2022-06-02,107,43,64,12,24,40,822,50,30,60,90,509
11,2022-06-02,125,47,78,14,37,41,371,30,30,50,80,360
12,2022-06-02,99,40,59,12,35,24,443,20,20,40,60,206
13,2022-06-02,128,53,75,48,78,-3,597,0,30,50,80,360
3,2022-06-02,264,110,154,100,130,24,665,90,130,200,330,206
8,2022-07-02,291,145,146,40,65,81,1304,80,120,130,250,303
9,2022-07-02,95,39,56,36,66,-10,517,0,30,50,80,970
10,2022-07-02,110,47,63,15,42,21,420,20,40,50,90,720
11,2022-07-02,115,51,64,19,52,12,419,20,40,60,100,970
12,2022-07-02,109,50,59,15,36,23,1051,20,40,50,90,720
13,2022-07-02,94,41,53,13,26,27,592,30,30,50,80,303
5,2022-07-02,230,94,136,26,38,98,608,140,100,170,270,303
6,2022-07-02,131,52,79,17,48,31,668,50,60,90,150,303
3,2022-07-02,312,127,185,35,46,139,1007,150,130,190,320,970
1,2022-07-02,256,104,152,29,41,111,952,120,110,150,260,720
2,2022-07-02,199,87,112,28,41,71,564,80,90,110,200,970
8,2022-07-02,256,104,152,29,41,111,952,120,80,140,220,312
9,2022-07-02,199,87,112,28,40,72,564,70,70,100,170,312
10,2022-07-02,312,127,185,35,46,139,1007,150,100,170,270,815
11,2022-07-02,230,94,136,26,37,99,608,90,80,120,200,815
12,2022-07-02,131,52,79,17,48,31,668,30,40,70,110,815
5,2022-07-02,678,291,387,96,128,259,1742,340,330,470,800,224
6,2022-07-02,532,266,266,74,98,168,1819,220,300,320,620,312
3,2022-07-02,376,154,222,49,72,150,833,170,160,230,390,217
2,2022-07-02,567,238,329,78,121,208,1190,230,250,340,590,312
8,2022-07-02,678,291,387,96,129,258,1742,240,250,340,590,319
9,2022-07-02,376,154,222,49,72,150,833,150,130,200,330,319
11,2022-07-02,532,266,266,74,99,167,1819,150,220,240,460,515
12,2022-07-02,602,270,332,102,135,197,1834,170,230,290,520,319
5,2022-07-02,49,20,29,5,16,13,808,20,20,30,50,641
6,2022-07-02,43,0,43,0,12,31,559,40,0,50,50,641
3,2022-07-02,54,23,31,7,19,12,605,20,20,30,50,712
1,2022-07-02,61,25,36,7,19,17,854,30,20,40,60,319
2,2022-07-02,75,34,41,10,32,9,1010,20,30,40,70,712
8,2022-07-02,141,59,82,53,83,-1,338,10,50,70,120,816
9,2022-07-02,169,120,49,37,61,-12,1334,0,100,40,140,417
11,2022-07-02,103,44,59,14,42,17,258,30,30,60,90,636
12,2022-07-02,89,40,49,15,48,1,219,0,30,40,70,816
13,2022-07-02,82,36,46,13,46,0,252,0,30,40,70,816
5,2022-07-02,87,35,52,9,20,32,894,40,40,60,100,573
6,2022-07-02,96,39,57,10,22,35,845,50,40,70,110,314
3,2022-07-02,132,60,72,18,40,32,1070,40,60,70,130,314
2,2022-07-02,169,76,93,28,62,31,613,40,80,90,170,636
8,2022-07-02,44,18,26,5,17,9,486,20,10,20,30,740
9,2022-07-02,57,23,34,6,18,16,868,40,10,40,50,614
11,2022-07-02,286,114,172,37,68,104,822,100,90,160,250,740
12,2022-07-02,336,141,195,43,67,128,692,110,120,170,290,513
5,2022-07-02,291,145,146,40,65,81,1304,120,160,180,340,216
6,2022-07-02,115,51,64,19,53,11,419,30,50,80,130,513
1,2022-07-02,110,47,63,15,43,20,420,40,40,70,110,614
2,2022-07-02,85,34,51,10,33,18,432,30,30,50,80,513
3,2022-07-02,95,39,56,36,65,-9,517,0,40,50,90,330
8,2022-07-02,104,39,65,12,36,29,380,40,30,60,90,920
9,2022-07-02,144,59,85,16,27,58,870,60,50,70,120,262
11,2022-07-02,90,36,54,11,33,21,462,10,30,40,70,920
12,2022-07-02,113,47,66,42,72,-6,622,0,40,50,90,608
5,2022-07-02,189,86,103,26,47,56,1081,90,90,130,220,608
6,2022-07-02,115,50,65,16,29,36,587,60,50,80,130,920
1,2022-07-02,133,59,74,22,56,18,403,20,60,70,130,920
2,2022-07-02,297,124,173,112,141,32,717,60,130,180,310,262
3,2022-07-02,227,97,130,32,59,71,575,80,100,130,230,920
11,2022-07-02,87,35,52,9,20,32,894,50,30,60,90,203
13,2022-07-02,51,20,31,5,16,15,814,20,20,30,50,860
9,2022-07-02,169,76,93,28,61,32,613,40,50,80,130,959
10,2022-07-02,132,60,72,18,39,33,1070,40,40,60,100,959
5,2022-07-02,113,47,66,42,71,-5,622,20,40,70,110,860
6,2022-07-02,100,43,57,14,41,16,388,20,40,50,90,203
2,2022-07-02,225,90,135,29,60,75,1148,90,80,130,210,203
11,2022-07-02,110,45,65,12,24,41,885,50,40,70,110,386
13,2022-07-02,144,59,85,16,27,58,870,70,60,90,150,954
8,2022-07-02,115,50,65,16,29,36,587,30,30,50,80,863
9,2022-07-02,133,59,74,22,55,19,403,30,40,60,100,904
10,2022-07-02,189,86,103,26,48,55,1081,50,60,80,140,904
5,2022-07-02,297,124,173,112,141,32,717,60,110,180,290,386
6,2022-07-02,227,97,130,32,59,71,575,80,90,130,220,863
2,2022-07-02,286,114,172,37,68,104,822,120,100,170,270,904
3,2022-07-02,336,141,195,43,66,129,692,130,130,180,310,727
11,2022-07-02,57,23,34,6,18,16,868,30,20,40,60,413
13,2022-07-02,44,18,26,5,17,9,486,20,10,30,40,339
9,2022-07-02,115,51,64,19,53,11,419,20,30,50,80,978
5,2022-07-02,111,39,72,36,65,7,560,20,30,70,100,978
7,2022-07-02,291,145,146,40,65,81,1304,100,130,150,280,617
2,2022-07-02,665,52,613,17,49,564,-1493,560,40,590,630,508
11,2022-07-02,61,25,36,7,19,17,854,30,20,40,60,603
13,2022-07-02,43,0,43,0,12,31,559,30,0,40,40,603
9,2022-07-02,82,36,46,13,46,0,252,10,20,40,60,603
5,2022-07-02,141,59,82,53,83,-1,338,10,50,80,130,603
7,2022-07-02,89,40,49,15,49,0,219,10,30,50,80,603
1,2022-07-02,151,61,90,19,41,49,329,70,50,90,140,603
2,2022-07-02,160,64,96,21,53,43,467,60,60,90,150,603
11,2022-07-02,312,127,185,35,47,138,1007,160,130,200,330,212
12,2022-07-02,256,104,152,29,41,111,952,120,110,160,270,518
13,2022-07-02,230,94,136,26,38,98,608,120,90,150,240,315
9,2022-07-02,793,270,523,102,135,388,1781,310,200,410,610,516
10,2022-07-02,198,260,-62,80,102,-164,3076,-110,190,-40,150,716
7,2022-07-02,546,266,280,74,98,182,1355,190,250,280,530,585
5,2022-07-02,77,162,-85,147,181,-266,2321,-240,150,-80,70,347
2,2022-07-02,912,364,548,127,178,370,2654,370,340,520,860,845
3,2022-07-02,144,59,85,16,27,58,870,90,70,110,180,318
2,2022-07-02,99,40,59,11,23,36,843,50,50,70,120,318
8,2022-07-02,106,46,60,15,28,32,587,40,40,60,100,318
9,2022-07-02,169,76,93,28,62,31,613,40,70,90,160,318
4,2022-07-02,113,47,66,42,72,-6,-395,0,40,50,90,985
5,2022-07-02,104,39,65,12,35,30,380,30,30,50,80,225
6,2022-07-02,90,36,54,11,33,21,462,20,30,40,70,225
3,2022-07-02,169,120,49,37,60,-11,1334,10,150,60,210,505
2,2022-07-02,160,64,96,21,52,44,467,70,80,120,200,505
8,2022-07-02,61,25,36,7,19,17,854,20,20,30,50,505
9,2022-07-02,75,34,41,10,31,10,1010,20,30,40,70,505
4,2022-07-02,89,40,49,15,48,1,-258,10,30,40,70,505
5,2022-07-02,141,59,82,53,83,-1,338,0,50,70,120,505
6,2022-07-02,103,44,59,14,41,18,258,20,30,50,80,505
3,2022-07-02,57,23,34,6,18,16,868,40,20,50,70,405
2,2022-07-02,94,41,53,13,25,28,592,40,50,60,110,580
9,2022-07-02,297,124,173,112,141,32,717,60,110,180,290,405
8,2022-07-02,133,59,74,22,55,19,403,30,50,80,130,405
4,2022-07-02,336,141,195,43,67,128,-942,110,120,160,280,580
5,2022-07-02,44,18,26,5,17,9,486,20,10,20,30,918
6,2022-07-02,286,114,172,37,69,103,822,100,90,150,240,580
3,2022-07-02,199,87,112,28,41,71,564,110,100,140,240,325
2,2022-07-02,567,260,307,80,101,206,1319,290,320,380,700,430
9,2022-07-02,85,34,51,10,32,19,432,30,30,50,80,281
8,2022-07-02,110,47,63,15,43,20,420,30,40,60,100,903
4,2022-07-02,131,52,79,17,49,30,-456,40,40,70,110,281
5,2022-07-02,256,104,152,29,40,112,952,120,80,140,220,210
6,2022-07-02,230,94,136,26,38,98,608,90,80,110,190,832
1,2022-07-02,132,60,72,18,40,32,1070,60,70,90,160,435
2,2022-07-02,100,43,57,14,41,16,388,40,50,70,120,801
8,2022-07-02,151,61,90,19,42,48,329,60,50,80,130,435
9,2022-07-02,160,64,96,21,52,44,467,60,50,90,140,435
10,2022-07-02,169,120,49,37,61,-12,1334,-10,100,40,140,801
11,2022-07-02,141,59,82,53,82,0,338,10,30,60,90,435
12,2022-07-02,103,44,59,14,42,17,258,30,20,50,70,435
13,2022-07-02,89,40,49,15,48,1,219,20,20,40,60,435
3,2022-07-02,169,76,93,28,62,31,613,70,90,120,210,435
4,2022-07-02,96,39,57,10,21,36,845,50,30,60,90,801
5,2022-07-02,106,46,60,15,28,32,587,40,40,60,100,801
6,2022-07-02,87,35,52,9,21,31,894,40,30,50,80,801
1,2022-07-02,87,154,-67,49,71,-138,1832,-150,190,-90,100,209
2,2022-07-02,912,364,548,127,178,370,2654,530,450,690,1140,707
8,2022-07-02,312,127,185,35,46,139,1007,150,100,170,270,805
9,2022-07-02,567,260,307,80,102,205,1319,200,220,270,490,650
10,2022-07-02,199,87,112,28,40,72,564,70,70,100,170,831
11,2022-07-02,256,104,152,29,40,112,952,100,60,110,170,562
12,2022-07-02,230,94,136,26,38,98,608,80,60,90,150,831
13,2022-07-02,131,52,79,17,49,30,668,20,30,50,80,415
3,2022-07-02,202,238,-36,78,121,-157,2797,-150,290,-40,250,707
4,2022-07-02,532,266,266,74,99,167,1819,170,250,260,510,818
5,2022-07-02,387,162,225,147,180,45,943,60,150,220,370,562
6,2022-07-02,678,291,387,96,128,259,1742,260,270,380,650,650
2,2022-07-02,82,36,46,13,47,-1,252,20,40,60,100,775
8,2022-07-02,387,162,225,147,180,45,943,70,130,210,340,775
9,2022-07-02,567,238,329,78,121,208,1190,200,200,290,490,775
10,2022-07-02,376,154,222,49,72,150,833,150,130,200,330,775
11,2022-07-02,678,291,387,96,129,258,1742,190,190,270,460,702
12,2022-07-02,532,266,266,74,98,168,1819,130,170,190,360,775
13,2022-07-02,27,270,-270,102,135,-378,5230,-250,170,-170,0,702
3,2022-07-02,75,34,41,10,32,9,1010,30,40,50,90,775
4,2022-07-02,43,0,43,0,11,32,559,30,0,40,40,702
5,2022-07-02,61,25,36,7,19,17,854,20,20,30,50,775
6,2022-07-02,49,20,29,5,17,12,808,20,10,30,40,702
1,2022-07-02,95,39,56,36,66,-10,517,20,40,70,110,971
2,2022-07-02,94,39,55,12,55,0,478,20,40,70,110,971
8,2022-07-02,74,30,44,8,20,24,829,40,20,40,60,503
9,2022-07-02,94,41,53,13,26,27,592,30,30,50,80,503
11,2022-07-02,44,18,26,5,17,9,486,10,10,10,20,541
12,2022-07-02,286,114,172,37,68,104,822,80,70,120,190,503
13,2022-07-02,336,141,195,43,66,129,692,90,90,130,220,503
3,2022-07-02,85,34,51,10,33,18,432,40,40,60,100,503
4,2022-07-02,115,51,64,19,52,12,419,30,40,70,110,971
5,2022-07-02,110,47,63,15,43,20,420,30,40,60,100,503
6,2022-07-02,291,145,146,40,65,81,1304,90,130,140,270,541
8,2022-07-02,225,90,135,29,60,75,1148,80,70,120,190,425
9,2022-07-02,99,40,59,11,22,37,843,50,30,50,80,509
11,2022-07-02,104,39,65,12,36,29,380,30,20,50,70,509
12,2022-07-02,90,36,54,11,34,20,462,30,20,40,60,509
13,2022-07-02,113,47,66,42,71,-5,622,0,30,40,70,253
2,2022-07-02,211,86,125,27,50,75,463,120,100,160,260,425
3,2022-07-02,297,124,173,112,142,31,717,100,150,220,370,360
4,2022-07-02,115,50,65,16,29,36,587,50,40,70,110,206
5,2022-07-02,133,59,74,22,56,18,403,20,50,70,120,206
6,2022-07-02,189,86,103,26,47,56,1081,70,80,100,180,253
8,2022-08-02,291,145,146,40,64,82,1292,80,120,130,250,303
9,2022-08-02,89,37,52,33,62,-10,513,0,30,40,70,970
10,2022-08-02,108,46,62,15,42,20,415,30,30,60,90,303
11,2022-08-02,109,49,60,18,51,9,414,10,40,50,90,720
12,2022-08-02,91,41,50,12,34,16,1046,20,30,50,80,970
13,2022-08-02,155,68,87,22,34,53,587,50,50,80,130,719
5,2022-08-02,245,100,145,28,40,105,598,130,110,170,280,720
6,2022-08-02,131,52,79,17,49,30,662,50,60,90,150,719
3,2022-08-02,323,132,191,36,47,144,994,160,130,200,330,719
1,2022-08-02,301,123,178,34,45,133,941,140,130,180,310,720
2,2022-08-02,120,52,68,17,29,39,554,50,50,70,120,719
8,2022-08-02,301,123,178,34,46,132,941,140,100,160,260,630
9,2022-08-02,120,52,68,17,29,39,554,40,40,60,100,847
10,2022-08-02,323,132,191,36,48,143,994,140,110,170,280,309
11,2022-08-02,245,100,145,28,40,105,598,100,80,130,210,217
12,2022-08-02,131,52,79,17,49,30,662,30,40,70,110,618
5,2022-08-02,687,295,392,97,130,262,1714,340,340,470,810,630
6,2022-08-02,532,266,266,74,99,167,1797,220,300,320,620,847
3,2022-08-02,376,154,222,49,72,150,817,170,160,230,390,630
2,2022-08-02,467,196,271,64,108,163,1167,190,200,290,490,847
8,2022-08-02,687,295,392,97,130,262,1714,250,250,350,600,712
9,2022-08-02,376,154,222,49,71,151,817,150,130,200,330,712
11,2022-08-02,532,266,266,74,99,167,1797,150,220,240,460,515
12,2022-08-02,632,284,348,107,141,207,1809,180,240,310,550,515
5,2022-08-02,58,23,35,6,17,18,806,30,20,40,60,712
6,2022-08-02,43,0,43,0,12,31,516,40,0,50,50,515
2,2022-08-02,90,41,49,12,34,15,1007,20,40,50,90,563
3,2022-08-02,32,14,18,4,17,1,602,10,10,20,30,641
1,2022-08-02,63,25,38,7,19,19,851,30,20,40,60,641
8,2022-08-02,151,63,88,57,86,2,332,20,50,80,130,314
9,2022-08-02,139,120,19,37,60,-41,1439,-20,100,20,120,573
11,2022-08-02,105,45,60,14,41,19,253,30,30,60,90,816
12,2022-08-02,65,29,36,11,45,-9,215,-10,20,30,50,660
13,2022-08-02,86,38,48,14,47,1,248,0,30,40,70,417
5,2022-08-02,83,34,49,9,20,29,890,40,30,60,90,314
6,2022-08-02,80,32,48,8,20,28,841,50,30,60,90,417
2,2022-08-02,160,72,88,27,61,27,606,40,70,90,160,417
3,2022-08-02,110,50,60,15,36,24,1064,30,50,60,110,816
8,2022-08-02,41,16,25,4,16,9,484,20,10,20,30,567
9,2022-08-02,55,22,33,6,17,16,865,30,10,30,40,330
11,2022-08-02,286,114,172,37,69,103,810,100,90,160,250,234
12,2022-08-02,277,116,161,35,58,103,678,100,90,150,240,330
5,2022-08-02,291,145,146,40,65,81,1292,120,160,180,340,513
6,2022-08-02,109,49,60,18,52,8,414,20,50,70,120,937
1,2022-08-02,108,46,62,15,43,19,415,40,40,70,110,234
2,2022-08-02,85,34,51,10,32,19,428,30,30,50,80,234
3,2022-08-02,89,37,52,33,63,-11,513,10,30,60,90,614
8,2022-08-02,126,47,79,14,38,41,366,50,40,70,110,715
9,2022-08-02,154,63,91,17,28,63,864,70,50,80,130,262
11,2022-08-02,90,36,54,11,34,20,458,10,30,40,70,920
12,2022-08-02,105,44,61,39,68,-7,617,10,30,60,90,715
5,2022-08-02,226,103,123,31,53,70,1073,100,110,150,260,920
6,2022-08-02,69,30,39,9,21,18,581,30,30,50,80,262
1,2022-08-02,140,63,77,23,56,21,397,30,60,80,140,715
2,2022-08-02,317,133,184,120,149,35,705,60,140,190,330,608
3,2022-08-02,231,99,132,32,59,73,565,90,100,140,240,414
11,2022-08-02,83,34,49,9,21,28,890,40,30,50,80,203
13,2022-08-02,47,19,28,5,16,12,811,20,20,30,50,959
9,2022-08-02,160,72,88,27,60,28,606,30,50,70,120,860
10,2022-08-02,110,50,60,15,36,24,1064,30,30,50,80,959
5,2022-08-02,105,44,61,39,69,-8,617,10,40,60,100,860
6,2022-08-02,98,42,56,13,40,16,384,20,40,50,90,203
2,2022-08-02,225,90,135,29,60,75,1139,90,80,130,210,475
11,2022-08-02,114,46,68,12,24,44,880,60,40,80,120,941
13,2022-08-02,154,63,91,17,28,63,864,80,60,100,160,904
8,2022-08-02,69,30,39,9,21,18,581,20,20,30,50,813
9,2022-08-02,140,63,77,23,57,20,397,30,40,60,100,305
10,2022-08-02,226,103,123,31,53,70,1073,70,70,100,170,305
5,2022-08-02,317,133,184,120,149,35,705,60,120,190,310,941
6,2022-08-02,231,99,132,32,59,73,565,80,90,130,220,850
2,2022-08-02,286,114,172,37,68,104,810,120,100,170,270,850
3,2022-08-02,277,116,161,35,59,102,678,100,110,150,260,321
11,2022-08-02,55,22,33,6,17,16,865,20,20,30,50,508
13,2022-08-02,41,16,25,4,16,9,484,20,10,30,40,508
9,2022-08-02,109,49,60,18,51,9,414,20,30,50,80,339
5,2022-08-02,105,37,68,33,62,6,540,20,30,70,100,339
7,2022-08-02,291,145,146,40,64,82,1292,100,130,150,280,413
2,2022-08-02,664,52,612,17,49,563,-2033,560,40,590,630,508
11,2022-08-02,63,25,38,7,18,20,851,30,20,40,60,603
13,2022-08-02,43,0,43,0,12,31,516,30,0,40,40,603
9,2022-08-02,86,38,48,14,47,1,248,10,20,40,60,603
5,2022-08-02,151,63,88,57,87,1,332,10,60,80,140,603
7,2022-08-02,65,29,36,11,45,-9,215,0,20,40,60,603
1,2022-08-02,151,61,90,19,42,48,322,70,50,90,140,603
2,2022-08-02,160,64,96,21,52,44,460,60,60,90,150,603
11,2022-08-02,323,132,191,36,47,144,994,170,130,210,340,631
12,2022-08-02,301,123,178,34,45,133,941,150,130,190,320,914
13,2022-08-02,245,100,145,28,40,105,598,130,100,160,260,646
9,2022-08-02,653,284,369,107,140,229,1565,180,210,290,500,646
10,2022-08-02,124,311,-187,96,117,-304,3422,-230,230,-140,90,718
7,2022-08-02,543,266,277,74,98,179,1319,190,250,280,530,646
5,2022-08-02,78,173,-95,156,189,-284,2615,-260,160,-90,70,518
2,2022-08-02,910,364,546,127,178,368,2617,370,340,520,860,845
3,2022-08-02,154,63,91,17,28,63,864,100,70,120,190,504
2,2022-08-02,118,48,70,13,24,46,839,60,60,80,140,504
8,2022-08-02,176,77,99,25,38,61,581,70,70,100,170,504
9,2022-08-02,160,72,88,27,60,28,606,40,60,90,150,985
4,2022-08-02,105,44,61,39,68,-7,-508,10,30,60,90,985
5,2022-08-02,126,47,79,14,38,41,366,40,40,60,100,337
6,2022-08-02,90,36,54,11,33,21,458,20,30,40,70,504
3,2022-08-02,139,120,19,37,61,-42,1439,-30,150,20,170,505
2,2022-08-02,160,64,96,21,52,44,460,70,80,120,200,505
8,2022-08-02,63,25,38,7,19,19,851,30,20,40,60,505
9,2022-08-02,90,41,49,12,34,15,1007,20,30,50,80,505
4,2022-08-02,65,29,36,11,44,-8,-347,0,20,30,50,505
5,2022-08-02,151,63,88,57,86,2,332,0,50,70,120,505
6,2022-08-02,105,45,60,14,42,18,253,30,30,60,90,505
3,2022-08-02,55,22,33,6,17,16,865,30,20,40,60,405
2,2022-08-02,155,68,87,22,34,53,587,80,80,110,190,405
9,2022-08-02,317,133,184,120,150,34,705,60,120,190,310,580
8,2022-08-02,140,63,77,23,57,20,397,20,60,70,130,580
4,2022-08-02,277,116,161,35,59,102,-1278,100,90,140,230,918
5,2022-08-02,41,16,25,4,15,10,484,20,10,20,30,918
6,2022-08-02,286,114,172,37,69,103,810,100,90,150,240,405
3,2022-08-02,120,52,68,17,29,39,554,70,60,90,150,682
2,2022-08-02,678,311,367,96,117,250,1296,340,390,450,840,979
9,2022-08-02,85,34,51,10,32,19,428,30,30,50,80,281
8,2022-08-02,108,46,62,15,43,19,415,30,40,60,100,430
4,2022-08-02,131,52,79,17,49,30,-587,40,40,70,110,430
5,2022-08-02,301,123,178,34,45,133,941,120,100,150,250,682
6,2022-08-02,245,100,145,28,40,105,598,110,80,130,210,512
1,2022-08-02,110,50,60,15,36,24,1064,40,60,70,130,801
2,2022-08-02,98,42,56,13,41,15,384,40,50,70,120,435
8,2022-08-02,151,61,90,19,41,49,322,60,50,80,130,801
9,2022-08-02,160,64,96,21,52,44,460,60,50,90,140,435
10,2022-08-02,139,120,19,37,60,-41,1439,-30,100,20,120,801
11,2022-08-02,151,63,88,57,86,2,332,10,40,60,100,801
12,2022-08-02,105,45,60,14,41,19,253,30,20,50,70,435
13,2022-08-02,65,29,36,11,45,-9,215,10,10,30,40,435
3,2022-08-02,160,72,88,27,61,27,606,60,90,110,200,435
4,2022-08-02,80,32,48,8,20,28,841,30,30,40,70,801
5,2022-08-02,176,77,99,25,37,62,581,60,70,90,160,801
6,2022-08-02,83,34,49,9,21,28,890,30,30,40,70,435
1,2022-08-02,87,154,-67,49,72,-139,2105,-150,190,-90,100,562
2,2022-08-02,910,364,546,127,178,368,2617,520,450,680,1130,650
8,2022-08-02,323,132,191,36,48,143,994,140,110,170,280,831
9,2022-08-02,678,311,367,96,118,249,1296,240,260,330,590,916
10,2022-08-02,120,52,68,17,30,38,554,40,40,60,100,310
11,2022-08-02,301,123,178,34,45,133,941,100,80,120,200,760
12,2022-08-02,245,100,145,28,40,105,598,90,60,100,160,310
13,2022-08-02,131,52,79,17,49,30,662,20,30,50,80,818
3,2022-08-02,166,196,-30,64,107,-137,3139,-140,240,-40,200,626
4,2022-08-02,532,266,266,74,99,167,1797,170,250,260,510,916
5,2022-08-02,412,173,239,156,189,50,927,60,160,230,390,530
6,2022-08-02,687,295,392,97,130,262,1714,250,280,370,650,707
2,2022-08-02,86,38,48,14,47,1,248,20,40,60,100,702
8,2022-08-02,412,173,239,156,190,49,927,70,140,220,360,775
9,2022-08-02,467,196,271,64,108,163,1167,170,160,250,410,775
10,2022-08-02,376,154,222,49,72,150,817,150,130,200,330,702
11,2022-08-02,687,295,392,97,130,262,1714,190,190,270,460,702
12,2022-08-02,532,266,266,74,99,167,1797,130,170,190,360,775
13,2022-08-02,21,284,-284,107,141,-404,5807,-260,180,-180,0,775
3,2022-08-02,90,41,49,12,33,16,1007,30,50,60,110,702
4,2022-08-02,43,0,43,0,11,32,516,30,0,40,40,702
5,2022-08-02,63,25,38,7,19,19,851,30,20,40,60,775
6,2022-08-02,58,23,35,6,18,17,806,20,20,30,50,702
1,2022-08-02,89,37,52,33,63,-11,513,20,40,70,110,541
2,2022-08-02,114,47,67,15,59,8,474,40,50,90,140,971
8,2022-08-02,62,25,37,7,18,19,826,30,20,30,50,971
9,2022-08-02,155,68,87,22,34,53,587,60,50,80,130,541
11,2022-08-02,41,16,25,4,16,9,484,10,10,10,20,503
12,2022-08-02,286,114,172,37,68,104,810,80,70,120,190,971
13,2022-08-02,277,116,161,35,59,102,678,70,70,110,180,541
3,2022-08-02,85,34,51,10,32,19,428,40,40,60,100,541
4,2022-08-02,109,49,60,18,51,9,414,20,40,60,100,971
5,2022-08-02,108,46,62,15,43,19,415,30,40,60,100,503
6,2022-08-02,291,145,146,40,65,81,1292,90,130,140,270,503
8,2022-08-02,225,90,135,29,60,75,1139,80,70,120,190,360
9,2022-08-02,118,48,70,13,25,45,839,50,40,60,100,253
11,2022-08-02,126,47,79,14,37,42,366,30,30,50,80,253
12,2022-08-02,90,36,54,11,34,20,458,30,20,40,60,206
13,2022-08-02,105,44,61,39,69,-8,617,10,20,50,70,206
2,2022-08-02,211,86,125,27,49,76,454,120,100,160,260,509
3,2022-08-02,317,133,184,120,150,34,705,100,160,230,390,206
4,2022-08-02,69,30,39,9,22,17,581,30,20,40,60,206
5,2022-08-02,140,63,77,23,57,20,397,20,60,70,130,425
6,2022-08-02,226,103,123,31,52,71,1073,90,90,120,210,206
8,2022-09-02,310,155,155,43,68,87,1280,90,130,140,270,970
9,2022-09-02,126,52,74,47,76,-2,509,20,40,70,110,970
10,2022-09-02,125,53,72,17,45,27,410,40,40,70,110,720
11,2022-09-02,102,45,57,17,50,7,409,10,30,50,80,970
12,2022-09-02,113,51,62,15,37,25,1042,20,40,50,90,720
13,2022-09-02,140,61,79,20,32,47,579,50,50,70,120,970
5,2022-09-02,199,81,118,22,34,84,588,110,90,140,230,303
6,2022-09-02,150,60,90,19,51,39,656,60,60,110,170,303
1,2022-09-02,302,123,179,34,45,134,928,140,130,180,310,970
2,2022-09-02,132,58,74,19,32,42,548,50,60,70,130,970
3,2022-09-02,245,100,145,28,39,106,981,120,100,150,250,970
