"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20060330","38806","5","Thursday","Jueves","Jeudi","30","89","13","March","Marzo","Mars","3","1","2006","1","3","2006","2"
"20060331","38807","6","Friday","Viernes","Vendredi","31","90","13","March","Marzo","Mars","3","1","2006","1","3","2006","2"
"20060401","38808","7","Saturday","Sábado","Samedi","1","91","13","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060402","38809","1","Sunday","Domingo","Dimanche","2","92","14","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060403","38810","2","Monday","Lunes","Lundi","3","93","14","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060404","38811","3","Tuesday","Martes","Mardi","4","94","14","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060405","38812","4","Wednesday","Miércoles","Mercredi","5","95","14","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060406","38813","5","Thursday","Jueves","Jeudi","6","96","14","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060407","38814","6","Friday","Viernes","Vendredi","7","97","14","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060408","38815","7","Saturday","Sábado","Samedi","8","98","14","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060409","38816","1","Sunday","Domingo","Dimanche","9","99","15","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060410","38817","2","Monday","Lunes","Lundi","10","100","15","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060411","38818","3","Tuesday","Martes","Mardi","11","101","15","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060412","38819","4","Wednesday","Miércoles","Mercredi","12","102","15","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060413","38820","5","Thursday","Jueves","Jeudi","13","103","15","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060414","38821","6","Friday","Viernes","Vendredi","14","104","15","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060415","38822","7","Saturday","Sábado","Samedi","15","105","15","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060416","38823","1","Sunday","Domingo","Dimanche","16","106","16","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060417","38824","2","Monday","Lunes","Lundi","17","107","16","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060418","38825","3","Tuesday","Martes","Mardi","18","108","16","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060419","38826","4","Wednesday","Miércoles","Mercredi","19","109","16","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060420","38827","5","Thursday","Jueves","Jeudi","20","110","16","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060421","38828","6","Friday","Viernes","Vendredi","21","111","16","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060422","38829","7","Saturday","Sábado","Samedi","22","112","16","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060423","38830","1","Sunday","Domingo","Dimanche","23","113","17","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060424","38831","2","Monday","Lunes","Lundi","24","114","17","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060425","38832","3","Tuesday","Martes","Mardi","25","115","17","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060426","38833","4","Wednesday","Miércoles","Mercredi","26","116","17","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060427","38834","5","Thursday","Jueves","Jeudi","27","117","17","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060428","38835","6","Friday","Viernes","Vendredi","28","118","17","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060429","38836","7","Saturday","Sábado","Samedi","29","119","17","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060430","38837","1","Sunday","Domingo","Dimanche","30","120","18","April","Abril","Avril","4","2","2006","1","4","2006","2"
"20060501","38838","2","Monday","Lunes","Lundi","1","121","18","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060502","38839","3","Tuesday","Martes","Mardi","2","122","18","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060503","38840","4","Wednesday","Miércoles","Mercredi","3","123","18","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060504","38841","5","Thursday","Jueves","Jeudi","4","124","18","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060505","38842","6","Friday","Viernes","Vendredi","5","125","18","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060506","38843","7","Saturday","Sábado","Samedi","6","126","18","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060507","38844","1","Sunday","Domingo","Dimanche","7","127","19","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060508","38845","2","Monday","Lunes","Lundi","8","128","19","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060509","38846","3","Tuesday","Martes","Mardi","9","129","19","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060510","38847","4","Wednesday","Miércoles","Mercredi","10","130","19","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060511","38848","5","Thursday","Jueves","Jeudi","11","131","19","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060512","38849","6","Friday","Viernes","Vendredi","12","132","19","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060513","38850","7","Saturday","Sábado","Samedi","13","133","19","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060514","38851","1","Sunday","Domingo","Dimanche","14","134","20","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060515","38852","2","Monday","Lunes","Lundi","15","135","20","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060516","38853","3","Tuesday","Martes","Mardi","16","136","20","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060517","38854","4","Wednesday","Miércoles","Mercredi","17","137","20","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060518","38855","5","Thursday","Jueves","Jeudi","18","138","20","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060519","38856","6","Friday","Viernes","Vendredi","19","139","20","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060520","38857","7","Saturday","Sábado","Samedi","20","140","20","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060521","38858","1","Sunday","Domingo","Dimanche","21","141","21","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060522","38859","2","Monday","Lunes","Lundi","22","142","21","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060523","38860","3","Tuesday","Martes","Mardi","23","143","21","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060524","38861","4","Wednesday","Miércoles","Mercredi","24","144","21","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060525","38862","5","Thursday","Jueves","Jeudi","25","145","21","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060526","38863","6","Friday","Viernes","Vendredi","26","146","21","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060527","38864","7","Saturday","Sábado","Samedi","27","147","21","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060528","38865","1","Sunday","Domingo","Dimanche","28","148","22","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060529","38866","2","Monday","Lunes","Lundi","29","149","22","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060530","38867","3","Tuesday","Martes","Mardi","30","150","22","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060531","38868","4","Wednesday","Miércoles","Mercredi","31","151","22","May","Mayo","Mai","5","2","2006","1","4","2006","2"
"20060601","38869","5","Thursday","Jueves","Jeudi","1","152","22","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060602","38870","6","Friday","Viernes","Vendredi","2","153","22","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060603","38871","7","Saturday","Sábado","Samedi","3","154","22","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060604","38872","1","Sunday","Domingo","Dimanche","4","155","23","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060605","38873","2","Monday","Lunes","Lundi","5","156","23","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060606","38874","3","Tuesday","Martes","Mardi","6","157","23","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060607","38875","4","Wednesday","Miércoles","Mercredi","7","158","23","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060608","38876","5","Thursday","Jueves","Jeudi","8","159","23","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060609","38877","6","Friday","Viernes","Vendredi","9","160","23","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060610","38878","7","Saturday","Sábado","Samedi","10","161","23","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060611","38879","1","Sunday","Domingo","Dimanche","11","162","24","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060612","38880","2","Monday","Lunes","Lundi","12","163","24","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060613","38881","3","Tuesday","Martes","Mardi","13","164","24","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060614","38882","4","Wednesday","Miércoles","Mercredi","14","165","24","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060615","38883","5","Thursday","Jueves","Jeudi","15","166","24","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060616","38884","6","Friday","Viernes","Vendredi","16","167","24","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060617","38885","7","Saturday","Sábado","Samedi","17","168","24","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060618","38886","1","Sunday","Domingo","Dimanche","18","169","25","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060619","38887","2","Monday","Lunes","Lundi","19","170","25","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060620","38888","3","Tuesday","Martes","Mardi","20","171","25","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060621","38889","4","Wednesday","Miércoles","Mercredi","21","172","25","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060622","38890","5","Thursday","Jueves","Jeudi","22","173","25","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060623","38891","6","Friday","Viernes","Vendredi","23","174","25","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060624","38892","7","Saturday","Sábado","Samedi","24","175","25","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060625","38893","1","Sunday","Domingo","Dimanche","25","176","26","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060626","38894","2","Monday","Lunes","Lundi","26","177","26","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060627","38895","3","Tuesday","Martes","Mardi","27","178","26","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060628","38896","4","Wednesday","Miércoles","Mercredi","28","179","26","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060629","38897","5","Thursday","Jueves","Jeudi","29","180","26","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060630","38898","6","Friday","Viernes","Vendredi","30","181","26","June","Junio","Juin","6","2","2006","1","4","2006","2"
"20060701","38899","7","Saturday","Sábado","Samedi","1","182","26","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060702","38900","1","Sunday","Domingo","Dimanche","2","183","27","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060703","38901","2","Monday","Lunes","Lundi","3","184","27","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060704","38902","3","Tuesday","Martes","Mardi","4","185","27","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060705","38903","4","Wednesday","Miércoles","Mercredi","5","186","27","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060706","38904","5","Thursday","Jueves","Jeudi","6","187","27","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060707","38905","6","Friday","Viernes","Vendredi","7","188","27","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060708","38906","7","Saturday","Sábado","Samedi","8","189","27","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060709","38907","1","Sunday","Domingo","Dimanche","9","190","28","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060710","38908","2","Monday","Lunes","Lundi","10","191","28","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060711","38909","3","Tuesday","Martes","Mardi","11","192","28","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060712","38910","4","Wednesday","Miércoles","Mercredi","12","193","28","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060713","38911","5","Thursday","Jueves","Jeudi","13","194","28","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060714","38912","6","Friday","Viernes","Vendredi","14","195","28","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060715","38913","7","Saturday","Sábado","Samedi","15","196","28","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060716","38914","1","Sunday","Domingo","Dimanche","16","197","29","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060717","38915","2","Monday","Lunes","Lundi","17","198","29","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060718","38916","3","Tuesday","Martes","Mardi","18","199","29","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060719","38917","4","Wednesday","Miércoles","Mercredi","19","200","29","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060720","38918","5","Thursday","Jueves","Jeudi","20","201","29","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060721","38919","6","Friday","Viernes","Vendredi","21","202","29","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060722","38920","7","Saturday","Sábado","Samedi","22","203","29","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060723","38921","1","Sunday","Domingo","Dimanche","23","204","30","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060724","38922","2","Monday","Lunes","Lundi","24","205","30","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060725","38923","3","Tuesday","Martes","Mardi","25","206","30","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060726","38924","4","Wednesday","Miércoles","Mercredi","26","207","30","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060727","38925","5","Thursday","Jueves","Jeudi","27","208","30","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060728","38926","6","Friday","Viernes","Vendredi","28","209","30","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060729","38927","7","Saturday","Sábado","Samedi","29","210","30","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060730","38928","1","Sunday","Domingo","Dimanche","30","211","31","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060731","38929","2","Monday","Lunes","Lundi","31","212","31","July","Julio","Juillet","7","3","2006","2","1","2007","1"
"20060801","38930","3","Tuesday","Martes","Mardi","1","213","31","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060802","38931","4","Wednesday","Miércoles","Mercredi","2","214","31","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060803","38932","5","Thursday","Jueves","Jeudi","3","215","31","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060804","38933","6","Friday","Viernes","Vendredi","4","216","31","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060805","38934","7","Saturday","Sábado","Samedi","5","217","31","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060806","38935","1","Sunday","Domingo","Dimanche","6","218","32","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060807","38936","2","Monday","Lunes","Lundi","7","219","32","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060808","38937","3","Tuesday","Martes","Mardi","8","220","32","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060809","38938","4","Wednesday","Miércoles","Mercredi","9","221","32","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060810","38939","5","Thursday","Jueves","Jeudi","10","222","32","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060811","38940","6","Friday","Viernes","Vendredi","11","223","32","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060812","38941","7","Saturday","Sábado","Samedi","12","224","32","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060813","38942","1","Sunday","Domingo","Dimanche","13","225","33","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060814","38943","2","Monday","Lunes","Lundi","14","226","33","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060815","38944","3","Tuesday","Martes","Mardi","15","227","33","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060816","38945","4","Wednesday","Miércoles","Mercredi","16","228","33","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060817","38946","5","Thursday","Jueves","Jeudi","17","229","33","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060818","38947","6","Friday","Viernes","Vendredi","18","230","33","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060819","38948","7","Saturday","Sábado","Samedi","19","231","33","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060820","38949","1","Sunday","Domingo","Dimanche","20","232","34","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060821","38950","2","Monday","Lunes","Lundi","21","233","34","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060822","38951","3","Tuesday","Martes","Mardi","22","234","34","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060823","38952","4","Wednesday","Miércoles","Mercredi","23","235","34","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060824","38953","5","Thursday","Jueves","Jeudi","24","236","34","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060825","38954","6","Friday","Viernes","Vendredi","25","237","34","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060826","38955","7","Saturday","Sábado","Samedi","26","238","34","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060827","38956","1","Sunday","Domingo","Dimanche","27","239","35","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060828","38957","2","Monday","Lunes","Lundi","28","240","35","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060829","38958","3","Tuesday","Martes","Mardi","29","241","35","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060830","38959","4","Wednesday","Miércoles","Mercredi","30","242","35","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060831","38960","5","Thursday","Jueves","Jeudi","31","243","35","August","Agosto","Août","8","3","2006","2","1","2007","1"
"20060901","38961","6","Friday","Viernes","Vendredi","1","244","35","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060902","38962","7","Saturday","Sábado","Samedi","2","245","35","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060903","38963","1","Sunday","Domingo","Dimanche","3","246","36","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060904","38964","2","Monday","Lunes","Lundi","4","247","36","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060905","38965","3","Tuesday","Martes","Mardi","5","248","36","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060906","38966","4","Wednesday","Miércoles","Mercredi","6","249","36","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060907","38967","5","Thursday","Jueves","Jeudi","7","250","36","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060908","38968","6","Friday","Viernes","Vendredi","8","251","36","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060909","38969","7","Saturday","Sábado","Samedi","9","252","36","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060910","38970","1","Sunday","Domingo","Dimanche","10","253","37","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060911","38971","2","Monday","Lunes","Lundi","11","254","37","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060912","38972","3","Tuesday","Martes","Mardi","12","255","37","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060913","38973","4","Wednesday","Miércoles","Mercredi","13","256","37","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060914","38974","5","Thursday","Jueves","Jeudi","14","257","37","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060915","38975","6","Friday","Viernes","Vendredi","15","258","37","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060916","38976","7","Saturday","Sábado","Samedi","16","259","37","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060917","38977","1","Sunday","Domingo","Dimanche","17","260","38","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060918","38978","2","Monday","Lunes","Lundi","18","261","38","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060919","38979","3","Tuesday","Martes","Mardi","19","262","38","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060920","38980","4","Wednesday","Miércoles","Mercredi","20","263","38","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060921","38981","5","Thursday","Jueves","Jeudi","21","264","38","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060922","38982","6","Friday","Viernes","Vendredi","22","265","38","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060923","38983","7","Saturday","Sábado","Samedi","23","266","38","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060924","38984","1","Sunday","Domingo","Dimanche","24","267","39","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060925","38985","2","Monday","Lunes","Lundi","25","268","39","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060926","38986","3","Tuesday","Martes","Mardi","26","269","39","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060927","38987","4","Wednesday","Miércoles","Mercredi","27","270","39","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060928","38988","5","Thursday","Jueves","Jeudi","28","271","39","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060929","38989","6","Friday","Viernes","Vendredi","29","272","39","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20060930","38990","7","Saturday","Sábado","Samedi","30","273","39","September","Septiembre","Septembre","9","3","2006","2","1","2007","1"
"20061001","38991","1","Sunday","Domingo","Dimanche","1","274","40","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061002","38992","2","Monday","Lunes","Lundi","2","275","40","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061003","38993","3","Tuesday","Martes","Mardi","3","276","40","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061004","38994","4","Wednesday","Miércoles","Mercredi","4","277","40","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061005","38995","5","Thursday","Jueves","Jeudi","5","278","40","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061006","38996","6","Friday","Viernes","Vendredi","6","279","40","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061007","38997","7","Saturday","Sábado","Samedi","7","280","40","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061008","38998","1","Sunday","Domingo","Dimanche","8","281","41","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061009","38999","2","Monday","Lunes","Lundi","9","282","41","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061010","39000","3","Tuesday","Martes","Mardi","10","283","41","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061011","39001","4","Wednesday","Miércoles","Mercredi","11","284","41","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061012","39002","5","Thursday","Jueves","Jeudi","12","285","41","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061013","39003","6","Friday","Viernes","Vendredi","13","286","41","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061014","39004","7","Saturday","Sábado","Samedi","14","287","41","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061015","39005","1","Sunday","Domingo","Dimanche","15","288","42","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061016","39006","2","Monday","Lunes","Lundi","16","289","42","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061017","39007","3","Tuesday","Martes","Mardi","17","290","42","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061018","39008","4","Wednesday","Miércoles","Mercredi","18","291","42","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061019","39009","5","Thursday","Jueves","Jeudi","19","292","42","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061020","39010","6","Friday","Viernes","Vendredi","20","293","42","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061021","39011","7","Saturday","Sábado","Samedi","21","294","42","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061022","39012","1","Sunday","Domingo","Dimanche","22","295","43","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061023","39013","2","Monday","Lunes","Lundi","23","296","43","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061024","39014","3","Tuesday","Martes","Mardi","24","297","43","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061025","39015","4","Wednesday","Miércoles","Mercredi","25","298","43","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061026","39016","5","Thursday","Jueves","Jeudi","26","299","43","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061027","39017","6","Friday","Viernes","Vendredi","27","300","43","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061028","39018","7","Saturday","Sábado","Samedi","28","301","43","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061029","39019","1","Sunday","Domingo","Dimanche","29","302","44","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061030","39020","2","Monday","Lunes","Lundi","30","303","44","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061031","39021","3","Tuesday","Martes","Mardi","31","304","44","October","Octubre","Octobre","10","4","2006","2","2","2007","1"
"20061101","39022","4","Wednesday","Miércoles","Mercredi","1","305","44","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061102","39023","5","Thursday","Jueves","Jeudi","2","306","44","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061103","39024","6","Friday","Viernes","Vendredi","3","307","44","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061104","39025","7","Saturday","Sábado","Samedi","4","308","44","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061105","39026","1","Sunday","Domingo","Dimanche","5","309","45","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061106","39027","2","Monday","Lunes","Lundi","6","310","45","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061107","39028","3","Tuesday","Martes","Mardi","7","311","45","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061108","39029","4","Wednesday","Miércoles","Mercredi","8","312","45","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061109","39030","5","Thursday","Jueves","Jeudi","9","313","45","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061110","39031","6","Friday","Viernes","Vendredi","10","314","45","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061111","39032","7","Saturday","Sábado","Samedi","11","315","45","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061112","39033","1","Sunday","Domingo","Dimanche","12","316","46","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061113","39034","2","Monday","Lunes","Lundi","13","317","46","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061114","39035","3","Tuesday","Martes","Mardi","14","318","46","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
"20061115","39036","4","Wednesday","Miércoles","Mercredi","15","319","46","November","Noviembre","Novembre","11","4","2006","2","2","2007","1"
